"1","1.0","1.0","1.0","-210490.38413406347","-232237.96427076965"
"1","0.7502435982382976","0.5543472763137929","0.5019332973084737","-221261.3607437962","-243008.94088050237"
"1","1.0","1.0","1.0","-210490.3841340635","-232237.96427076968"
"1","0.9758013353070905","1.0","0.7607760133672185","-212300.4629967911","-234048.04313349727"
"1","0.987300768762845","1.0","0.7649842921995373","-212315.9872898771","-234063.5674265833"
"1","1.0","1.0","1.0","-210490.38413406356","-232237.96427076973"
"1","1.0","1.0","1.0","-210490.3841340635","-232237.96427076968"
"1","1.0","1.0","1.0","-210490.3841340635","-232237.96427076968"
"1","0.9524052051236345","1.0","0.7544546965678431","-212281.48523093606","-234029.06536764224"
"1","1.0","1.0","1.0","-210490.38413406356","-232237.96427076973"
"1","0.9234654746318146","1.0","0.7456482346319363","-212292.61090679583","-234040.191043502"
"1","1.0","1.0","1.0","-210490.3841340635","-232237.96427076968"
"1","0.6106052742204802","1.0","0.831837447888654","-212910.42240441465","-234658.00254112083"
"1","0.6978954514596063","1.0","0.8187334443531534","-212913.14375187518","-234660.72388858136"
"1","0.9126730730294205","1.0","0.7431009454281894","-212287.50314102584","-234035.08327773202"
"1","0.8244946318582779","1.0","0.7505433794156213","-212275.69205767685","-234023.27219438303"
"1","0.8885317957322116","1.0","0.7366483750930354","-212265.52713852766","-234013.10727523384"
"1","0.7861336592374834","1.0","0.7464871967412728","-212276.72670366341","-234024.3068403696"
"1","0.9454210956663941","1.0","0.7504169118389115","-212287.5835106651","-234035.1636473713"
"1","1.0","1.0","1.0","-210490.38413406356","-232237.96427076973"
"1","0.5833465948092604","1.0","0.7829954499830256","-212903.39587998865","-234650.97601669483"
"1","0.0","0.0","0.0","-Infinity","-Infinity"
"1","0.6546991956882064","1.0","0.8066427814226929","-212916.05112412683","-234663.631260833"
"1","0.32319194438455306","0.7592188423589323","0.5626800728374386","-223504.6295834324","-245252.20972013858"
